,order_id,customer_id,restaurant_name,cuisine_type,cost_of_the_order,day_of_the_week,rating,food_preparation_time,delivery_time,address
161,1477752,298824,Shake Shack,American,16.25,Weekday,3,30,24,"Shake Shack, 11228, Domain Drive, The Domain, Austin, Travis County, Texas, 78759, United States"
162,1477239,94524,The Meatball Shop,Italian,22.36,Weekend,4,28,18,"The Meatball Shop, 84, Stanton Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10002, United States"
163,1476590,342107,The Kati Roll Company,Indian,16.83,Weekend,4,26,20,"The Kati Roll Company, 24, Poland Street, Soho, Islington, London, Greater London, England, W1F 8QL, United Kingdom"
164,1478305,62359,Rubirosa,Italian,8.0,Weekday,4,27,29,"Rubirosa, La Ceiba, La Belén, Ciudad de Camagüey, Camagüey, 70700, Cuba"
165,1476751,347181,Blue Ribbon Sushi,Japanese,16.01,Weekend,Not given,29,22,"Blue Ribbon Sushi, 1st Street, The Grove, Fairfax, Los Angeles, Los Angeles County, CAL Fire Southern Region, California, 90036, United States"
166,1477831,60052,RedFarm Broadway,Chinese,16.01,Weekday,4,23,27,"RedFarm, 2170, Broadway, Upper West Side, Manhattan, New York County, City of New York, New York, 10023, United States"
167,1477955,198936,Five Leaves,American,10.24,Weekday,Not given,22,25,"Five Leaves, 18, Bedford Avenue, Greenpoint, Brooklyn, Kings County, City of New York, New York, 11222, United States"
168,1476568,348787,Otto Enoteca Pizzeria,Italian,19.4,Weekday,4,32,28,
169,1478391,184325,Pinto Nouveau Thai Bistro,Thai,19.35,Weekend,4,34,24,
170,1476725,42935,Barbounia,Mediterranean,13.97,Weekend,5,29,25,"Barbounia, 250, Park Avenue South, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10003, United States"
171,1476688,200672,Cafe Mogador,Middle Eastern,13.0,Weekend,Not given,21,15,"Cafe Mogador, 133, Wythe Avenue, Williamsburg, Brooklyn, Kings County, City of New York, New York, 11249, United States"
172,1477102,75484,Five Guys Burgers and Fries,American,13.05,Weekend,Not given,34,27,"Five Guys, York Place, Seven Dials, Covent Garden, City of Westminster, Greater London, England, WC2N 5LH, United Kingdom"
173,1476878,378027,RedFarm Broadway,Chinese,8.49,Weekend,Not given,24,16,"RedFarm, 2170, Broadway, Upper West Side, Manhattan, New York County, City of New York, New York, 10023, United States"
174,1476805,93133,Parm,Italian,22.8,Weekday,5,33,33,"پارم, دهستان عشرستاق, بخش یانه سر, شهرستان بهشهر, استان مازندران, ایران"
175,1478093,268958,Barbounia,Mediterranean,20.18,Weekend,5,29,19,"Barbounia, 250, Park Avenue South, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10003, United States"
176,1478201,370017,RedFarm Broadway,Chinese,19.59,Weekend,5,24,19,"RedFarm, 2170, Broadway, Upper West Side, Manhattan, New York County, City of New York, New York, 10023, United States"
177,1478032,146586,Dirty Bird to Go,American,19.4,Weekend,4,25,19,"Dirty Bird to Go, Chambers Street, Manhattan Community Board 1, Manhattan, New York County, City of New York, New York, 10007, United States"
178,1476606,350085,The Meatball Shop,Italian,17.03,Weekday,Not given,22,29,"The Meatball Shop, 84, Stanton Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10002, United States"
179,1477570,292343,Amy Ruth's,Southern,16.11,Weekend,4,30,26,"Amy Ruth's, 113, West 116th Street, Manhattan Community Board 10, Manhattan, New York County, City of New York, New York, 10026, United States"
180,1476808,84700,Pepe Giallo,Italian,14.6,Weekday,3,32,24,"Pepe Giallo, 195, 10th Avenue, Chelsea District, Manhattan, New York County, City of New York, New York, 10019, United States"
181,1476610,53212,TAO,Japanese,12.27,Weekday,Not given,26,29,"曹县, 菏泽市, 山东省, 中国"
182,1476875,373353,indikitch,Indian,22.26,Weekend,Not given,35,16,"Indikitch, 25, West 23rd Street, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10010, United States"
183,1476829,79255,The Meatball Shop,Italian,6.79,Weekend,Not given,26,15,"The Meatball Shop, 84, Stanton Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10002, United States"
184,1477366,275689,Han Dynasty,Chinese,14.12,Weekend,4,35,19,"Han Dynasty, 123, Chestnut Street, Society Hill, Center City, Philadelphia, Philadelphia County, Pennsylvania, 19106, United States"
185,1477774,354719,The Meatball Shop,Italian,29.15,Weekend,5,34,20,"The Meatball Shop, 84, Stanton Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10002, United States"
186,1477209,17495,Prosperity Dumpling,Chinese,12.18,Weekday,Not given,26,24,
187,1478334,352247,Chipotle Mexican Grill $1.99 Delivery,Mexican,25.22,Weekend,4,27,22,
188,1477872,300670,Shake Shack,American,13.39,Weekend,Not given,30,22,"Shake Shack, 11228, Domain Drive, The Domain, Austin, Travis County, Texas, 78759, United States"
189,1478417,87747,Blue Ribbon Fried Chicken,American,9.02,Weekend,5,31,15,"Blue Ribbon Fried Chicken, 28, East 1st Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10003, United States"
190,1477401,326426,Sushi of Gari,Japanese,29.15,Weekend,Not given,34,24,"Sushi of Gari, 402, East 78th Street, Manhattan Community Board 8, Manhattan, New York County, City of New York, New York, 10075, United States"
191,1477764,131645,Yama 49,Japanese,13.0,Weekday,5,24,32,"国道49号, 野沢, 西会津町, 耶麻郡, 福島県, 日本"
192,1477835,129518,Blue Ribbon Fried Chicken,American,15.33,Weekday,4,24,29,"Blue Ribbon Fried Chicken, 28, East 1st Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10003, United States"
193,1476997,103005,Yama Japanese Restaurant,Japanese,14.55,Weekend,5,20,28,"Yama Japanese Restaurant, Fayette Street, Morgantown, Monongalia County, West Virginia, 26505, United States"
194,1477519,140477,Momoya,Japanese,31.43,Weekend,Not given,24,17,"Momoya, Kindia, Guinée"
195,1477004,250494,Five Guys Burgers and Fries,American,33.03,Weekend,5,29,15,"Five Guys, York Place, Seven Dials, Covent Garden, City of Westminster, Greater London, England, WC2N 5LH, United Kingdom"
196,1477536,105164,Piccolo Angolo,Italian,15.91,Weekend,4,26,26,"角落咖啡館, 松江路124巷, 中吉里, 中山區, 朱厝崙, 臺北市, 10457, 臺灣"
197,1478313,160957,Momoya,Japanese,12.18,Weekend,4,27,25,"Momoya, Kindia, Guinée"
198,1477290,361509,Shake Shack,American,19.35,Weekday,Not given,35,33,"Shake Shack, 11228, Domain Drive, The Domain, Austin, Travis County, Texas, 78759, United States"
199,1476648,169478,RedFarm Broadway,Chinese,19.35,Weekend,Not given,24,28,"RedFarm, 2170, Broadway, Upper West Side, Manhattan, New York County, City of New York, New York, 10023, United States"
200,1476657,91192,Hill Country Fried Chicken,Southern,29.35,Weekend,4,26,24,"Country Fried Chicken, George Street, Robinvale, Rural City of Swan Hill, Victoria, 3549, Australia"
201,1478089,134294,Shake Shack,American,15.28,Weekday,4,30,29,"Shake Shack, 11228, Domain Drive, The Domain, Austin, Travis County, Texas, 78759, United States"
202,1478026,365225,Pepe Rosso To Go,Italian,12.23,Weekday,3,24,24,
203,1477768,279895,Shake Shack,American,9.6,Weekday,4,35,28,"Shake Shack, 11228, Domain Drive, The Domain, Austin, Travis County, Texas, 78759, United States"
204,1477424,81110,Han Dynasty,Chinese,12.95,Weekend,Not given,20,25,"Han Dynasty, 123, Chestnut Street, Society Hill, Center City, Philadelphia, Philadelphia County, Pennsylvania, 19106, United States"
205,1478378,384391,Shake Shack,American,8.88,Weekend,5,27,23,"Shake Shack, 11228, Domain Drive, The Domain, Austin, Travis County, Texas, 78759, United States"
206,1477493,328357,Shake Shack,American,15.96,Weekend,3,30,21,"Shake Shack, 11228, Domain Drive, The Domain, Austin, Travis County, Texas, 78759, United States"
207,1478092,41318,Jack's Wife Freda,Mediterranean,15.47,Weekend,5,33,16,"Jack's Wife Freda, Carmine Street, University Village, West Village, Manhattan, New York County, City of New York, New York, 10014, United States"
208,1477150,92832,Five Guys Burgers and Fries,American,12.23,Weekend,5,22,22,"Five Guys, York Place, Seven Dials, Covent Garden, City of Westminster, Greater London, England, WC2N 5LH, United Kingdom"
209,1478157,58871,Shake Shack,American,8.05,Weekday,4,25,27,"Shake Shack, 11228, Domain Drive, The Domain, Austin, Travis County, Texas, 78759, United States"
210,1478343,231042,Momoya,Japanese,8.54,Weekday,4,28,29,"Momoya, Kindia, Guinée"
211,1476860,336162,Nobu Next Door,Japanese,29.15,Weekday,5,28,25,
212,1477675,76907,Han Dynasty,Chinese,7.23,Weekend,5,21,18,"Han Dynasty, 123, Chestnut Street, Society Hill, Center City, Philadelphia, Philadelphia County, Pennsylvania, 19106, United States"
213,1476799,389740,L'Express,French,19.69,Weekend,3,26,17,"L'Express, Oka, Deux-Montagnes (MRC), Laurentides, Québec, Canada"
214,1476598,41168,Parm,Italian,12.13,Weekend,3,34,22,"پارم, دهستان عشرستاق, بخش یانه سر, شهرستان بهشهر, استان مازندران, ایران"
215,1477277,59749,Bareburger,American,16.49,Weekday,Not given,31,27,"Bareburger, 4a شارع, جميرا, دبي, الإمارات العربية المتحدة"
216,1476682,86731,Mission Cantina,Mexican,12.08,Weekend,Not given,30,18,"Mission Cantina, 485, West Street, Amherst, Hampshire County, Massachusetts, 01004, United States"
217,1477047,42832,5 Napkin Burger,American,9.27,Weekend,Not given,34,30,"5 Napkin Burger, 211, Market Street, Westchester Ridge Hill, City of Yonkers, Westchester County, New York, 10710, United States"
218,1478173,91005,Han Dynasty,Chinese,24.25,Weekend,5,33,26,"Han Dynasty, 123, Chestnut Street, Society Hill, Center City, Philadelphia, Philadelphia County, Pennsylvania, 19106, United States"
219,1477528,128963,Han Dynasty,Chinese,5.67,Weekday,4,21,31,"Han Dynasty, 123, Chestnut Street, Society Hill, Center City, Philadelphia, Philadelphia County, Pennsylvania, 19106, United States"
220,1478426,124085,Blue Ribbon Sushi Bar & Grill,Japanese,14.12,Weekend,3,21,24,"Blue Ribbon Sushi Bar & Grill, Red Rock Resort, Summerlin South, Clark County, Nevada, 89135, United States"
221,1476696,231061,Han Dynasty,Chinese,33.03,Weekday,Not given,33,31,"Han Dynasty, 123, Chestnut Street, Society Hill, Center City, Philadelphia, Philadelphia County, Pennsylvania, 19106, United States"
222,1478189,105138,Han Dynasty,Chinese,8.97,Weekend,4,33,19,"Han Dynasty, 123, Chestnut Street, Society Hill, Center City, Philadelphia, Philadelphia County, Pennsylvania, 19106, United States"
223,1477532,95164,Amma,Indian,8.88,Weekday,4,27,24,"Amma, Roane County, West Virginia, 25005, United States"
224,1477324,263426,Blue Ribbon Sushi Izakaya,Japanese,12.13,Weekday,5,30,29,
225,1476698,142461,Delicatessen,American,11.64,Weekend,Not given,27,27,"Delicatessen, 6, Corso San Gottardo, Ticinese, Municipio 5, Milano, Lombardia, 20136, Italia"
226,1478290,263199,Sushi of Gari 46,Japanese,31.43,Weekend,4,35,23,"Sushi of Gari, 347, West 46th Street, Manhattan Community Board 4, Manhattan, New York County, City of New York, New York, 10036, United States"
227,1476919,387227,Blue Ribbon Sushi Bar & Grill,Japanese,13.15,Weekend,5,30,30,"Blue Ribbon Sushi Bar & Grill, Red Rock Resort, Summerlin South, Clark County, Nevada, 89135, United States"
228,1477247,385559,Blue Ribbon Fried Chicken,American,14.02,Weekend,5,20,28,"Blue Ribbon Fried Chicken, 28, East 1st Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10003, United States"
229,1477794,127149,Sarabeth's East,American,9.41,Weekend,Not given,25,16,"Sarabeth Jordan Boutique, 123, East Laurens Street, Laurens, Laurens County, South Carolina, 29360, United States"
230,1477048,200074,Osteria Morini,Italian,9.07,Weekend,Not given,33,16,"Osteria Morini, 218, Lafayette Street, Manhattan Community Board 2, Manhattan, New York County, City of New York, New York, 10012, United States"
231,1477615,136876,Rubirosa,Italian,14.07,Weekend,5,35,16,"Rubirosa, La Ceiba, La Belén, Ciudad de Camagüey, Camagüey, 70700, Cuba"
232,1476566,103884,S'MAC,American,14.46,Weekend,Not given,34,17,"S'MAC, 197, 1st Avenue, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10003, United States"
233,1477310,38612,Vanessa's Dumplings,Chinese,6.7,Weekend,5,20,17,
234,1477758,334619,Blue Ribbon Sushi Izakaya,Japanese,14.07,Weekday,4,24,26,
235,1477765,92996,Tamarind TriBeCa,Indian,19.45,Weekend,4,29,19,"Tamarind, Franklin Street, Manhattan Community Board 1, Manhattan, New York County, City of New York, New York, 10005, United States"
236,1476753,195723,Cafe Habana,Mexican,13.97,Weekday,3,34,28,"Cafe Habana, Calle 52 Este, Bella Vista, Panamá, Distrito Panamá, Panamá, 0823, Panamá"
237,1476759,268958,Sushi of Gari 46,Japanese,12.22,Weekend,4,24,20,"Sushi of Gari, 347, West 46th Street, Manhattan Community Board 4, Manhattan, New York County, City of New York, New York, 10036, United States"
238,1477333,111356,Bhatti Indian Grill,Indian,29.25,Weekend,5,21,15,
239,1476830,361509,Cafeteria,American,17.03,Weekend,Not given,34,20,"Cafétéria, 54, Boulevard Desgranges, Sceaux, Antony, Hauts-de-Seine, Île-de-France, France métropolitaine, 92330, France"
240,1478227,367591,Taro Sushi,Japanese,16.05,Weekday,5,35,32,"Sushi Yoshi, State Route 9, Town of Lake George, Warren County, New York, 12845, United States"
241,1476789,103005,Yama Japanese Restaurant,Japanese,17.08,Weekend,5,28,15,"Yama Japanese Restaurant, Fayette Street, Morgantown, Monongalia County, West Virginia, 26505, United States"
242,1477603,399121,Blue Ribbon Sushi,Japanese,11.3,Weekday,Not given,24,24,"Blue Ribbon Sushi, 1st Street, The Grove, Fairfax, Los Angeles, Los Angeles County, CAL Fire Southern Region, California, 90036, United States"
243,1478246,260680,Delicatessen,American,32.98,Weekend,5,34,16,"Delicatessen, 6, Corso San Gottardo, Ticinese, Municipio 5, Milano, Lombardia, 20136, Italia"
244,1476931,124838,Hill Country Fried Chicken,Southern,29.15,Weekend,5,33,25,"Country Fried Chicken, George Street, Robinvale, Rural City of Swan Hill, Victoria, 3549, Australia"
245,1477029,295111,The Meatball Shop,Italian,13.0,Weekday,5,23,26,"The Meatball Shop, 84, Stanton Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10002, United States"
246,1476849,42052,Pepe Rosso To Go,Italian,13.73,Weekend,Not given,21,28,
247,1478179,52832,Han Dynasty,Chinese,12.23,Weekend,3,33,27,"Han Dynasty, 123, Chestnut Street, Society Hill, Center City, Philadelphia, Philadelphia County, Pennsylvania, 19106, United States"
248,1477679,120833,Bareburger,American,16.25,Weekend,Not given,29,15,"Bareburger, 4a شارع, جميرا, دبي, الإمارات العربية المتحدة"
249,1477810,94483,Bistango,Italian,24.2,Weekend,Not given,28,21,"Bistango Restaurant, Von Karman Avenue, Irvine Business Complex, Irvine, Orange County, CAL Fire Southern Region, California, 92714, United States"
250,1477342,49631,The Meatball Shop,Italian,14.31,Weekend,Not given,23,17,"The Meatball Shop, 84, Stanton Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10002, United States"
251,1478133,114085,Blue Ribbon Sushi Bar & Grill,Japanese,19.4,Weekend,Not given,28,20,"Blue Ribbon Sushi Bar & Grill, Red Rock Resort, Summerlin South, Clark County, Nevada, 89135, United States"
252,1477756,251607,Shake Shack,American,14.12,Weekday,Not given,31,28,"Shake Shack, 11228, Domain Drive, The Domain, Austin, Travis County, Texas, 78759, United States"
253,1477721,72339,Donburi-ya,Japanese,14.7,Weekend,Not given,30,27,"Donburi-Ya, 789, Victoria Street, Hamilton Central, Hamilton City, Waikato, 3204, New Zealand/Aotearoa"
254,1476952,229946,Balthazar Boulangerie,French,15.52,Weekend,Not given,21,29,"Balthazar Boulangerie, Russell Street, St Clement Danes, Covent Garden, City of Westminster, Greater London, England, WC2B 5HP, United Kingdom"
255,1477587,92726,Hatsuhana,Japanese,8.97,Weekend,4,25,26,"Hatsuhana, East 48th Street, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10017, United States"
256,1478210,320493,Vanessa's Dumplings,Chinese,29.2,Weekday,Not given,27,30,
257,1477887,69348,RedFarm Broadway,Chinese,11.64,Weekend,3,26,21,"RedFarm, 2170, Broadway, Upper West Side, Manhattan, New York County, City of New York, New York, 10023, United States"
258,1478366,270149,Samurai Mama,Japanese,11.64,Weekend,5,21,18,"Samurai Mama, 205, Grand Street, Williamsburg, Brooklyn, Kings County, City of New York, New York, 11211, United States"
